name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"bloomington, mn",2024-09-22,69.8,53.7,61.2,69.8,53.7,61.2,45.3,57.6,0,0,0,,0,0,27.4,14.7,355.3,1017.2,17.3,9.7,156.9,13.5,7,10,2024-09-22T07:01:01,2024-09-22T19:09:42,0.66,Clear,Clear conditions throughout the day.,clear-day,"72657994963,KFCM,KLVN,F1349,72658014922,KMSP,72660304974"
"bloomington, mn",2024-09-23,70.8,48,58.9,70.8,48,58.9,44.5,62.8,0,0,0,,0,0,20.8,11,145.2,1015.6,7,9.3,156.5,13.6,7,10,2024-09-23T07:02:13,2024-09-23T19:07:49,0.69,Clear,Clear conditions throughout the day.,clear-day,"72657994963,KFCM,KLVN,F1349,72658014922,KMSP,72660304974"
"bloomington, mn",2024-09-24,73.9,49.9,62,73.9,48.3,61.9,50.2,67.1,0,0,0,,0,0,10.3,8.8,319.4,1010.2,43.9,9.9,152.2,13.3,7,10,2024-09-24T07:03:25,2024-09-24T19:05:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-09-25,79.3,53.8,66.1,79.3,53.8,66.1,52.6,65.7,0,0,0,,0,0,20.8,7.5,300.9,1013.8,0.6,9.7,143.3,12.5,7,10,2024-09-25T07:04:37,2024-09-25T19:04:01,0.76,Clear,Clear conditions throughout the day.,clear-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-09-26,83.8,57.9,69.7,82.4,57.9,69.4,53.1,58.6,0,0,0,,0,0,17.1,11.2,160.9,1015.7,0,9.9,142.1,12.4,7,10,2024-09-26T07:05:49,2024-09-26T19:02:08,0.79,Clear,Clear conditions throughout the day.,clear-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-09-27,84.6,57.3,70.2,82.8,57.3,69.9,53.8,59.2,0,0,0,,0,0,9.2,6.3,72.9,1015.1,0,9.8,140.3,12,7,10,2024-09-27T07:07:02,2024-09-27T19:00:15,0.83,Clear,Clear conditions throughout the day.,clear-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-09-28,86.4,58.8,71.1,84.5,58.8,70.8,56,63.6,0,0,0,,0,0,12.8,8.8,357.8,1016.4,0.6,9.3,138.8,12,7,10,2024-09-28T07:08:15,2024-09-28T18:58:22,0.86,Clear,Clear conditions throughout the day.,clear-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-09-29,84.2,57.1,69.3,81.9,57.1,69,52.5,59.5,0,0,0,,0,0,16.1,10,103.6,1018.3,0,9.9,139.9,12,7,10,2024-09-29T07:09:28,2024-09-29T18:56:30,0.9,Clear,Clear conditions throughout the day.,clear-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-09-30,85.2,58.8,69.1,83,58.8,68.8,49.5,53,0,0,0,,0,0,32.2,21.4,208.8,1013.1,15,9.8,133.7,11.7,7,10,2024-09-30T07:10:41,2024-09-30T18:54:37,0.93,Clear,Clear conditions throughout the day.,clear-day,"KFCM,KLVN,F1349,KMSP"
"bloomington, mn",2024-10-01,64.3,48.4,57.1,64.3,45.3,56.8,33.4,42.7,0,0,0,,0,0,30.8,21.4,302.5,1021.9,22.1,9.9,131.4,11.3,7,10,2024-10-01T07:11:54,2024-10-01T18:52:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFCM,KLVN,F1349,KMSP"
